Start Time,Url,Status Code,File Size,Operation,Time Delay,End Time,Elapsed Time
"20/09/2023, 10:28:17.562580",https://www.studiesinaustralia.com/courses-in-australia/latrobe-college-of-art-and-design,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:18.982288",1.4197075366973877
"20/09/2023, 10:28:17.599857",https://www.studiesinaustralia.com/courses-in-australia/lennox-college,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:19.435877",1.83601975440979
"20/09/2023, 10:28:17.595802",https://www.studiesinaustralia.com/courses-in-australia/le-cordon-bleu-australia-pty-ltd,200,63 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:19.554937",1.9591355323791504
"20/09/2023, 10:28:18.932904",https://www.studiesinaustralia.com/courses-in-australia/lifetime-international-training-college,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:20.380089",1.4471850395202637
"20/09/2023, 10:28:18.996818",https://www.studiesinaustralia.com/courses-in-australia/lonsdale-institute-pty-ltd,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:20.458822",1.4620048999786377
"20/09/2023, 10:28:18.897237",https://www.studiesinaustralia.com/courses-in-australia/lexis-english-perth,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:20.462783",1.5655465126037598
"20/09/2023, 10:28:17.854521",https://www.studiesinaustralia.com/courses-in-australia/leo-cussen-centre-for-law,200,63 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:20.770966",2.9164445400238037
"20/09/2023, 10:28:19.447068",https://www.studiesinaustralia.com/courses-in-australia/lyceum-education-centre-pty-ltd,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:20.972617",1.5255486965179443
"20/09/2023, 10:28:19.565084",https://www.studiesinaustralia.com/courses-in-australia/lyons-college,200,61 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:21.785767",2.2206838130950928
"20/09/2023, 10:28:20.478838",https://www.studiesinaustralia.com/courses-in-australia/macquarie-university,200,64 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:22.604651",2.125812292098999
"20/09/2023, 10:28:20.400328",https://www.studiesinaustralia.com/courses-in-australia/mta-institute,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:22.669202",2.269890069961548
"20/09/2023, 10:28:20.980914",https://www.studiesinaustralia.com/courses-in-australia/management-edge-pty-ltd-the,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:22.815576",1.834662675857544
"20/09/2023, 10:28:20.473807",https://www.studiesinaustralia.com/courses-in-australia/macleay-college,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:23.247120",2.773312568664551
"20/09/2023, 10:28:20.784747",https://www.studiesinaustralia.com/courses-in-australia/malyon-college-queensland-baptist-college-of-ministries,200,63 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:23.248122",2.4633750915527344
"20/09/2023, 10:28:21.795387",https://www.studiesinaustralia.com/courses-in-australia/marcus-oldham-college,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:23.540758",1.7453718185424805
"20/09/2023, 10:28:22.836457",https://www.studiesinaustralia.com/courses-in-australia/matters-in-gray,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:25.174368",2.3379108905792236
"20/09/2023, 10:28:22.679194",https://www.studiesinaustralia.com/courses-in-australia/massage-schools-of-queensland,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:25.342750",2.6635565757751465
"20/09/2023, 10:28:22.613808",https://www.studiesinaustralia.com/courses-in-australia/martin-higher-education,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:25.424008",2.8101999759674072
"20/09/2023, 10:28:23.257944",https://www.studiesinaustralia.com/courses-in-australia/max-therapy-institute,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:25.478128",2.220183849334717
"20/09/2023, 10:28:23.261229",https://www.studiesinaustralia.com/courses-in-australia/media-make-up-academy,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:26.051652",2.7904226779937744
"20/09/2023, 10:28:23.549748",https://www.studiesinaustralia.com/courses-in-australia/melbourne-city-college-australia,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:26.087882",2.5381338596343994
"20/09/2023, 10:28:25.185424",https://www.studiesinaustralia.com/courses-in-australia/melbourne-city-institute-of-education,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:26.618046",1.4326214790344238
"20/09/2023, 10:28:25.431132",https://www.studiesinaustralia.com/courses-in-australia/melbourne-college-of-hair-and-beauty,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:26.819853",1.3887207508087158
"20/09/2023, 10:28:25.366693",https://www.studiesinaustralia.com/courses-in-australia/melbourne-college-of-further-education,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:26.912519",1.5458259582519531
"20/09/2023, 10:28:25.485352",https://www.studiesinaustralia.com/courses-in-australia/melbourne-institute-of-technology-mit,200,63 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:27.113747",1.6283948421478271
"20/09/2023, 10:28:26.059849",https://www.studiesinaustralia.com/courses-in-australia/melbourne-polytechnic,200,63 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:27.525392",1.465543270111084
"20/09/2023, 10:28:26.095881",https://www.studiesinaustralia.com/courses-in-australia/mercury-colleges,404,43 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:27.748017",1.6521358489990234
"20/09/2023, 10:28:26.636961",https://www.studiesinaustralia.com/courses-in-australia/milcom-institute,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:28.136542",1.4995806217193604
"20/09/2023, 10:28:26.919770",https://www.studiesinaustralia.com/courses-in-australia/monash-college,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:28.546725",1.6269550323486328
"20/09/2023, 10:28:27.131558",https://www.studiesinaustralia.com/courses-in-australia/monash-university,200,64 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:29.168914",2.0373549461364746
"20/09/2023, 10:28:26.830814",https://www.studiesinaustralia.com/courses-in-australia/milner-international-college-of-english-wa-pty-ltd,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:29.183206",2.3523919582366943
"20/09/2023, 10:28:27.536763",https://www.studiesinaustralia.com/courses-in-australia/moorabbin-flying-services,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:29.682294",2.145531177520752
"20/09/2023, 10:28:28.555775",https://www.studiesinaustralia.com/courses-in-australia/murdoch-university,200,63 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:29.942408",1.3866326808929443
"20/09/2023, 10:28:28.150324",https://www.studiesinaustralia.com/courses-in-australia/murdoch-institute-of-technology,200,63 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:30.142315",1.9919910430908203
"20/09/2023, 10:28:29.191238",https://www.studiesinaustralia.com/courses-in-australia/national-academy-of-hair-beauty,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:30.965341",1.774104118347168
"20/09/2023, 10:28:29.181173",https://www.studiesinaustralia.com/courses-in-australia/nan-tien-institute,200,63 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:31.172474",1.9913012981414795
"20/09/2023, 10:28:29.692724",https://www.studiesinaustralia.com/courses-in-australia/national-art-school,200,63 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:31.875980",2.1832563877105713
"20/09/2023, 10:28:27.761010",https://www.studiesinaustralia.com/courses-in-australia/moore-theological-college,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:31.937038",4.176028251647949
"20/09/2023, 10:28:30.149711",https://www.studiesinaustralia.com/courses-in-australia/national-institute-of-dramatic-art-nida,200,63 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:32.184786",2.0350751876831055
